0,1,0.04496043920516968
0,2,0.011142145842313766
0,3,0.004648433066904545
0,4,0.0030749179422855377
0,5,0.001942373695783317
0,6,0.001659090630710125
0,7,0.0011642070021480322
0,8,0.0006842997390776873
0,9,0.0004078979545738548
1,0,0.04496043920516968
1,2,0.03260663151741028
1,3,0.007468486204743385
1,4,0.00413741497322917
1,5,0.0022873366251587868
1,6,0.00191061245277524
1,7,0.0012523385230451822
1,8,0.0006496577407233417
1,9,0.0003293404006399214
2,0,0.011142145842313766
2,1,0.03260663151741028
2,3,0.02948208898305893
2,4,0.009211218915879726
2,5,0.004022836685180664
2,6,0.0029608409386128187
2,7,0.001787693239748478
2,8,0.0008733714348636568
2,9,0.0004221618000883609
3,0,0.004648433066904545
3,1,0.007468486204743385
3,2,0.02948208898305893
3,4,0.03411218896508217
3,5,0.008368209935724735
3,6,0.004960085265338421
3,7,0.002622477477416396
3,8,0.0011483472771942616
3,9,0.0004987011197954416
4,0,0.0030749179422855377
4,1,0.00413741497322917
4,2,0.009211218915879726
4,3,0.03411218896508217
4,5,0.040835630148649216
4,6,0.01300088968127966
4,7,0.005480270367115736
4,8,0.002254467224702239
4,9,0.0010126411216333508
5,0,0.001942373695783317
5,1,0.0022873366251587868
5,2,0.004022836685180664
5,3,0.008368209935724735
5,4,0.040835630148649216
5,6,0.05136420950293541
5,7,0.012170771136879921
5,8,0.0039369030855596066
5,9,0.0015422927681356668
6,0,0.001659090630710125
6,1,0.00191061245277524
6,2,0.0029608409386128187
6,3,0.004960085265338421
6,4,0.01300088968127966
6,5,0.05136420950293541
6,7,0.05985100939869881
6,8,0.011650013737380505
6,9,0.003982734400779009
7,0,0.0011642070021480322
7,1,0.0012523385230451822
7,2,0.001787693239748478
7,3,0.002622477477416396
7,4,0.005480270367115736
7,5,0.012170771136879921
7,6,0.05985100939869881
7,8,0.043918926268815994
7,9,0.008290870115160942
8,0,0.0006842997390776873
8,1,0.0006496577407233417
8,2,0.0008733714348636568
8,3,0.0011483472771942616
8,4,0.002254467224702239
8,5,0.0039369030855596066
8,6,0.011650013737380505
8,7,0.043918926268815994
8,9,0.01991252601146698
9,0,0.0004078979545738548
9,1,0.0003293404006399214
9,2,0.0004221618000883609
9,3,0.0004987011197954416
9,4,0.0010126411216333508
9,5,0.0015422927681356668
9,6,0.003982734400779009
9,7,0.008290870115160942
9,8,0.01991252601146698
